	ime	leto	obrazlozitev	id
1160	Lunačkova ulica	1961	Dr. Pavel Lunaček-Igor, roj. 1900 v Šentrupertu na Dolenjskem, umrl 1955 v Ljubljani; zdravnik, od 1941 organizator OF in partizanske sanitete na Slovenskem, član SNOS in AVNOJ. Po osvoboditvi predstojnik ginekološke klinike v Ljubljani in družbenopolitič	610110574;620
1161	Perčeva ulica	1952	Miro Perc-Maks, roj. 1912 v Ljubljani, padel 1945 na Vogalcih na Primorskem kot načelnik OZNE za Primorsko; student, predvojni revolucionar in komunist, prvoborec, narodni heroj.	610110780;857
1162	Peričeva ulica	1928	Ljudevit Perič, roj. 1884 v Borovnici, umrl 1926 v Ljubljani; politik, ljubljanski župan. Bil je socialni demokrat, kot župan si je prizadeval za socialne reforme.	610110781;858
1163	Periška cesta	1968	Po značilni dejavnosti nekdanjih peric iz Bizovika, ki so prale za mestno prebivalstvo.	610110782;859
1164	Perkova ulica	1984	Ulica se odcepi od novoimenovane ceste Podgorica nasproti odcepa novoimenovane ulice Šentjakob in poteka proti JV do novoimenovane ulice Pečnik.	610110783;1857
1165	Peršinova cesta	1968	Ciril Peršin-Gal, roj. 1912 v Šentvidu pri Ljubljani, padel 1944 v Vižmarjah kot član OZNE okraja Medvode; ključavničar, predvojni revolucionar, od 1941 aktivist OF.	610110784;860
1166	Zemljemerska ulica	1998	Zemljemerstvo - slovenski izraz za geodezijo - vedo, ki meri, popisuje, opisuje in z nacrti ali zemljevidi prikazuje prostor in spremembe v njem	610111126;1205
1167	Peruzzijeva ulica	1913	Martin Peruzzi, roj. 1835 v Brezovici, umrl 1900 v Lipah pri Ljubljani; posestnik na Ljubljanskem barju. Našel stavbe na kolih, ki so jih uporabljali mostiščarji, in dal pobudo za njihovo raziskovanje.	610110785;861
1168	Pesarska cesta	1974	Po italijanskem mestu Pesaro, leta 1964 podpisan protokol o prijateljstvu med obema mestoma.	610110786;862
1169	Luize Pesjakove ulica	1958	Luiza Pesjak, roj. 1828, umrla1898 v Ljubljani; pesnica in pisateljica.	610110573;618
1170	Pestotnikova ulica	1968	Franc Pistotnik-Aljoša, roj. 1923 v Kosezah pri Ljubljani, padel 1943 na Kokrici pri Kranju kot član okrožne komisije VOS OF; torbar, predvojni revolucionar in komunist, prvoborec.	610110787;863
1171	Peščena pot	1968	Po značilnosti terena.	610110788;864
1172	Majde Šilčeve ulica	1957	Majda Šilc, roj. 1923 v Kržetih pri Sodražici, padla 1944 kot bolničarka pri Gornji Težki vodi pri Novem mestu; trgovska pomočnica, od 1941 aktivistka OF v Ljubljani, narodna herojinja.	610110583;634
1173	Peternelova ulica	1901	Mihael Peternel, roj. 1808 na Novi Oselici na Gorenjskem, umrl 1884 v Ljubljani; profesor in prvi vodja realke, domoznanski pisec.	610110789;865
1174	Petkova ulica	1985	Dr. France Petek, 1885 Stara vas v Podjuni - 1965 Celovec. Zdravnik in vodilni slovenski politik na avstrijskem Koroškem. Sodeloval v NOB. Izdajatelj slovenskega časopisa na Koroškem.	610110790;1858
1175	Petkovškovo nabrežje	1952	Jožef Petkovšek, roj. 1861 v Verdu pri Vrhniki, umrl 1898 na Studencu; slikar predimpresionist.	610110791;867
1176	Komenskega ulica	1948	Jan Amos Komensky, roj. 1592 v Ug. Brodu-Nivnicah na Moravskem, umrl 1670 v Amsterdamu; praktični pedagog in pedagoški pisatelj svetovnega slovesa.	610110460;505
1177	Petrčeva ulica	1965	Jože Peterca, roj. 1924 v Ljubljani, padel1944 pri Ribnici na Dolenjskem; dijak, aktivist mladinske OF.	610110792;868
1178	Petričeva ulica	1970	Martin Petrič, roj. 1893, umrl 1961 Crnuče pri Ljubljani; mizar, predvojni revolucionar in komunist, organizator OF in borec NOV, po vojni družbenopolitični delavec.	610110793;869
1179	Ulica 15. aprila	1959	Ta dan leta 1920 so se ljubljanski železničarji pridružili splošni stavki železničarjev Jugoslavije. Stavkajoče in druge delovne ljudi je ob demonstracijah na Zaloški cesti napadla policija in pri tem ubila 14 ljudi. V spomin na ta dogajanja je postavljen	610111329;1416
1180	Ulica Hermana Potočnika	2000	Potočnik Noordung Herman, roj.1892, umrl 1929; stotnik avstrijske vojske, izumitelj in pionir raketarstva svetovnega slovesa.	610110794;1621
1181	Pilonova ulica	1974	Veno Pilon, roj. 1896, umrl 1970 v Ajdovščini; slikar, eden glavnih predstavnikov ekspresionističnega slikarstva pri nas.	610110795;870
1182	NA	NA	NA	NA
1183	Pionirska pot	1982	Po zazidalnem načrtu.	610110796;1859
1184	Pipanova pot	1968	Tone Pipan-Črtomir, roj. 1918 v Vižmarjah pri Ljubljani, padel 1944 v Kompavi pri Lokvah; diplomirani slavist, predvojni revolucionar, partizanski pesnik.	610110797;872
1185	Pirnatova ulica	1984	Nikoj Pirnat, 1903-1948. Slovenski kipar in slikar, udeleženec NOB, po vojni profesor na Akademiji likovne umetnosti.	610110798;1860
1186	Pivovarniška ulica	1978	Ob tej ulici stoji pivovarna Union.	610110799;873
1187	Planinska cesta	1970	Domače ime.	610110800;874
1188	Aljaževa ulica	1923	Jakob Aljaž, roj. 1845 v Zavrhu pri Smledniku, umrl 1927 na Dovjem; duhovnik, planinec in skladatelj. Zaslužen za slovensko planinstvo (Aljažev stolp na Triglavu).	610110009;12
1189	Planinškova ulica	1986	Jože Planinšek, župan v času Vižmarskega tabora leta 1869.	610110801;875
1190	Planinškova ulica	1986	Jože Planinšek, župan v času Vižmarskega tabora leta 1869.	610110801;2377
1191	Plečnikov podhod	1982	Jože Plečnik, 1872-1957 v Ljubljani. arhitrkt. Ob prelomu stoletja sooblikovalec moderne arhitekture na Dunaju, oblikovalec podobe Ljubljane med obema vojnama.	610110802;1861
1192	Plečnikov trg	1972	Jože Plečnik, roj. 1872, umrl 1957 v Ljubljani; arhitekt, ob prelomu stoletja sooblikovalec moderne arhitekture na Dunaju, utemeljitelj slovenske novejše arhitekture, oblikovalec podobe Ljubljane med obema vojnama.	610110803;876
1193	Plemljeva ulica	1968	Dr. Josip Plemelj, roj.1873 na Bledu - 1967 v Ljubljani, matematik; s pomembnimi rezultati svojih raziskovanj se je uvrstil med prve matematike svoje dobe, prvi rektor ljubljanske univerze.	610110804;877
1194	Plešičeva ulica	1976	Franc Plešič-Franci, roj. 1923 v Ljubljani, padel 1943 pri Brezovici pri Ljubljani kot član okrožne komisije VOS OF Vrhnika; ključavničar, od 1941 aktivist OF.	610110805;878
1195	Pleteršnikova ulica	1928	Maks Pleteršnik, roj. 1840, umrl 1923 v Pišecah pri Brežicah; leksikograf, sestavljalec Slovensko-nemškega slovarja, enega najpomembnejših del slovenskega jezikoslovja.	610110806;879
1196	Plevančeva ulica	1973	Josip Plevanc, roj. 1888 v Radljah pri Dravogradu, umrl 1943 v taborišču v Padovi.; šofer, predvojni revolucionar, od 1941 aktivist OF v Ljubljani.	610110807;880
1197	Pločanska ulica	1983	Po bivšem imenu mesta Kardeljevo-Ploče, s katerim je KS Edvard Kardelj pobratena.	610110808;1862
1198	Ajdovščina	1991	Ljudsko poimenovanje kraja s preostanki bivališč in grobov predslovenskih prebivalcev - poganov. Omembe tega imena so ohranjene od 17. stoletja naprej.	610110005;881
1199	Bratovševa ploščad	1974	Franc Bratovž-Aco, roj. 1920, umrl 1965 v Ljubljani; trgovski pomočnik, predvojni revolucionar, prvoborec, oficir JLA, nosilec Partizanske spomenice 1941.	610110079;86
1200	Glinškova ploščad	1974	Mirko Glinšek-Robi, roj.1924 v Srednji vasi pri Kamniku, padel 1943 pri Šentlovrencu na Dolenjskem; dijak, aktivist OF v Ljubljani, od 1941 v NOV.	610110265;280
1201	Cesta na Rožnik	1963	Po hribu Rožnik.	610110124;2335
1202	Pod akacijami	1981	Po drevesnih vrstah.	610110809;1863
1203	Pod bregom	1984	Po krajevno udomačenem imenu.	610110810;1864
1204	Pod bresti	1981	Po drevesnih vrstah.	610110811;1865
1205	Pod brezami	1979	Po drevesni vrsti ob ulici.	610110812;884
1206	Pod bukvami	1981	Po drevesnih vrstah.	610110813;1866
1207	Pod Debnim vrhom	1982	Vodi pod hribom Debenji vrh.	610110814;2378
1208	Pod Debnim vrhom	1982	Vodi pod hribom Debenji vrh.	610110814;885
1209	Pod gabri	2004	Po drevesnih vrstah, ki sta značilni za poimenovanje ulic v tem predelu Ljubljane.	610111528;1641
1210	Pod gozdom	1928	Ulica poteka pod gozdom.	610110815;888
1211	Pod gričem	1982	Ulica je neposredno ob nadgoriškem hribu.	610110816;1867
1212	Pod hrasti	1967	Po drevesni vrsti ob ulici.	610110817;891
1213	Pod hribom	1938	Po legi ulice.	610110818;893
1214	Pod hruško	1938	Domače krajevno ime.	610110819;894
1215	Pod jelšami	1979	Po značilni drevesni vrsti ob ulici.	610110820;895
1216	Pod jeseni	2004	Po drevesnih vrstah, ki sta značilni za poimenovanje ulic v tem predelu Ljubljane.	610111529;1642
1217	Pod jeseni	2004	Po drevesnih vrstah, ki sta značilni za poimenovanje ulic v tem predelu Ljubljane.	610110821;896
1218	Pod ježami	1911	Domače krajevno ime.	610110822;897
1219	Pod Kamno gorico	1991	Po vspetini Kamna gorica pod katero poteka.	610110823;1702
1220	Pod klancem	1958	Domače krajevno ime.	610110824;899
1221	Pod kostanji	1981	Po drevesnih vrstah.	610110825;1868
1222	Pod lipami	1981	Po drevesnih vrstah.	610110826;1869
1223	Pod topoli	1966	Po drevesni vrsti ob ulici.	610110827;905
1224	Pod Trančo	1876	Ljudsko poimenovanje po tranči, starem nazivu za mestno ječo, ki je stala na tern mestu.	610110828;906
1225	Pod turnom	1899	Pod turnom je bil star naziv za graščino, ki je bila pozneje preimenovana v Tivoli.	610110829;907
1226	Pod vrbami	1981	Po drevesnih vrstah.	610110830;1870
1227	Podgorica	1984	Po imenu ukinjenega naselja Podgorica v Črnučah.	610110831;1871
1228	Podgornikova ulica	1968	Dušan Podgornik, roj. 1898 na Dunaju, ustreljen 1942 v Ljubljani; uslužbenec, v OF deloval od 1941 kot predstavnik naprednih Sokolov, član Glavnega poveljstva slovenskih partizanskih čet.	610110832;886
1229	Podgorska cesta	1968	Po naselju Podgora.	610110833;887
1230	Podgrajska cesta	1968	Po imenu naselja Podgrad.	610170002;889
1231	Podhod Ajdovščina	1988	Ajdovščina je ime iz 17. st.. Tu so našli rimske grobove.	610110834;890
1232	Podhod Ajdovščina	1988	Ajdovščina je ime iz 17. st.. Tu so našli rimske grobove.	610110834;2379
1233	Podjunska ulica	1928	Po Podjuni, pokrajini na Koroškem.	610110835;898
1234	Podlimbarskega ulica	1923	Fran Maselj-Podlimbarski, roj. 1852 v Spodnjih Lokvah pri Krašnji, umrl 1917 v Pulkavi na Dolnjem Avstrijskem; oficir in pisatelj, predstavnik politično kritičnega realističnega pripovedništva.	610110836;900
1235	Podmilščakova ulica	1977	Josip Podmilščak-Andrejčkov Jože, roj. 1845 v Krašnji, umrl 1874 v Ljubljani; pisatelj, sodil je med najplodovitejše poljudne pisatelje.	610110837;902
1236	Podmilščakova ulica	1977	Josip Podmilščak-Andrejčkov Jože, roj. 1845 v Krašnji, umrl 1874 v Ljubljani; pisatelj, sodil je med najplodovitejše poljudne pisatelje.	610110837;2380
1237	Podmolniška cesta	1985	Cesta je osrednja prometnica v naselju.	610190003;2027
1238	Podrožniška pot	1963	Vodi v naselje stanovanjske zadruge Podrožnik.	610110838;903
1239	Podsmreška cesta	1984	Po imenu naselja Podsmreka.	610110839;904
1240	Podsmreška cesta	1984	Po imenu naselja Podsmreka.	610110839;2381
1241	Podutiška cesta	1991	Po imenu naselja Podutik.	610110840;2382
1242	Podutiška cesta	1991	Po imenu naselja Podutik.	610110840;1707
1243	Podutiška cesta	1991	Po imenu naselja Podutik.	610110840;908
1244	Podvozna pot	1984	Po podvozu na Tržaški cesti.	610110841;909
1245	Podvozna pot	1984	Po podvozu na Tržaški cesti.	610110841;2383
1246	Pogačarjev trg	1892	Janez Zlatoust Pogačar, roj. 1811 v Vrbi na Gorenjskem, umrl 1884 v Ljubljani; ljubljanski škof. Trg je bil po njem imenovan v priznanje zaslug za ureditev tega okoliša.	610110842;911
1247	Pohlinova ulica	1911	Marko Pohlin, roj. 1735 v Ljubljani, umrl 1801 v Mariabrunnu pri Dunaju; začetnik slovenskega slovstvenega preroda, vsestransko plodovit pisec, slovničar in slovarnik.	610110843;912
1248	Poklukarjeva ulica	1939	Josip Poklukar, roj. 1837 v Krnici pri Gorjah, umrl 1891 v Ljubljani; politik, državni in deželni poslanec, prvi slovenski deželni glavar na Kranjskem, v okolišu te ulice imel zemljiško posest.	610110844;913
1249	Pokopališka ulica	1911	Vodi proti pokopališču.	610110845;914
1250	Polakova ulica	1923	Viljem Polak, roj. 1843 v Tržiču, umrl 1908 v Ljubljani; cestni in železniški graditelj, podpornik Družbe sv. Cirila in Metoda ter drugih narodnih ustanov.	610110846;916
1251	Polanškova ulica	1986	Valentin Polanšek, 1928-1985. Pesnik, posatelj, slovenski učitelj in organizator kulturnega življenja na Koroškimi slovenci. Dobitnik nagrade Prešernovega sklada 1977. Član PEN-a.	610110847;1872
1252	Poljanska cesta	1876	Po poljanah, starem krajevnem imenu, ki označuje tedanji agrarni značaj naselja; v virih se omenja že leta 1364.	610110848;917
1253	Ambrožev trg	1898	Mihael Ambrož, roj. 1808, umrl 1864 v Ljubljani; politik in prvi slovenski župan Ljubljane.	610110011;15
1254	Polje			610110850;1873
1255	Polje Ces ta XII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110859;927
1256	Polje Cesta I	1968	Ceste so označene z rimskimi številkami, po naselju Polje na podlafi referenduma občanov.	610110851;919
1257	Polje Cesta II	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110852;920
1258	Polje Cesta III	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110853;921
1259	NA	NA	NA	NA
1260	Polje Cesta V	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110855;923
1261	Polje Cesta V	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110856;924
1262	Polje Cesta VIII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110857;925
1263	Polje Cesta X	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110858;926
1264	Polje Cesta XIV	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110860;928
1265	Polje Cesta XL	1968	Ceste so označene z rimskimi številkami, po naselju Polje na podlagi referenduma občanov..	610110861;941
1266	Polje Cesta XLII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110862;942
1267	Polje Cesta XLIV	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110863;943
1268	Polje Cesta XLVI	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110864;944
1269	Polje Cesta XVI	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110865;929
1270	Polje Cesta XVIII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110866;930
1271	Polje Cesta XX	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110867;931
1272	Polje Cesta XXII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110868;932
1273	Polje Cesta XXIV	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110869;933
1274	Polje Cesta XXVI	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110870;934
1275	Polje Cesta XXVIII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110871;935
1276	Polje Cesta XXX	1968	Ceste so označene z rimskimi številkami, po naselju Polje na podlagi refernduma občanov..	610110872;936
1277	Polje Cesta XXXII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110873;937
1278	Polje Cesta XXXIV	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110874;938
1279	Polje Cesta XXXVI	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110875;939
1280	Polje Cesta XXXVIII	1968	Ceste so označene z rimskimi številkami, po naselju Polje.	610110876;940
1281	Poljedelska ulica	1941	V spomin na poljedelsko dejavnost v okolišu.	610110877;947
1282	Potrčeva ulica	1968	Jože Potrč, roj. 1903 v Vintarovcih pri Ptuju, umrl 1963 v Ljubljani; zdravnik, publicist, predvojni revolucionar in komunist, v času NOB v vojnem ujetništvu, po osvoboditvi med drugim tudi član vlade LRS, član CK ZKS, sodelavec mnogih mednarodnih organiz	610110926;980
1283	Drenikova ulica	1933	Fran Drenik, roj. 1839, umrl 1927 v Ljubljani: eden izmed ustanoviteljev Južnega Sokola. Sodeloval pri prvih slovenskih kulturnih društvi v Ljubljani.	610110221;231
1284	Poljska pot	1911	Ob imenovanju ulice je tu bilo polje.	610110878;948
1285	Komenskega ulica	1948	Jan Amos Komensky, roj. 1592 v Ug. Brodu-Nivnicah na Moravskem, umrl 1670 v Amsterdamu; praktični pedagog in pedagoški pisatelj svetovnega slovesa.	610110460;503
1286	Popovičeva ulica	1939	Janez Žiga Valentin Popovič, roj. 1705 v Arclinu pri Celju, umrl 1774 v Perchtoldsdorfu pri Dunaju; jezikoslovec in naravoslovec, poudarjal potrebo po poznavanju slovanskih jezikov.	610110879;949
1287	Porentova ulica	1968	Alojz Porenta, roj. 1896 v Ljubljani, ustreljen 1942 v Ljubljani; uslužbenec, aktivist OF od leta 1941, predstavnik naprednih Sokolov v Vrhovnem plenumu OF slovenskega naroda.	610110880;950
1288	Posavskega ulica	1974	Ljudevit Posavski, hrvatski knez konec 8. in na začetku 9. stoletja; njegove zveze so segale tudi med Slovence.	610110881;951
1289	Posavskega ulica	1974	Ljudevit Posavski, hrvatski knez konec 8. in na začetku 9. stoletja; njegove zveze so segale tudi med Slovence.	610110881;2384
1290	Postojnska ulica	1984	Po mestu Postojni.	610110882;2385
1291	Postojnska ulica	1984	Po mestu Postojni.	610110882;953
1292	Gorkičeva ulica	1963	Vladimir Gorkič-Lado, roj. 1923 v Ljubljani, padel 1943 v Selški dolini; dijak, skojevec in član borbene grupe od leta 1941.	610110279;293
1293	Vižmarska pot	1971	Po imenu naselja Vižmarje.	610111379;1461
1294	Pot čež gmajno	1984	Domače krajevno ime.	610110883;954
1295	Pot čež gmajno	1984	Domače krajevno ime.	610110883;2386
1296	Pot do šole	1968	Vodi mimo šole.	610110884;955
1297	Pot Draga Jakopiča	1970	Drago Jakopič-Tone, roj. 1923 na Ježici pri Ljubljani, padel 1945 v Rudniku pri Domžalah kot komandant bataljona Vojske državne varnosti; trgovski pomočnik, predvojni revolucionar in komunist, prvoborec.	610110885;956
1298	Pot heroja Trtnika	1968	Tone Trtnik, roj. 1908 v Zadvoru pri Ljubljani, ustreljen 1942 v Ljubljani; delavec, predvojni revolucionar in komunist, pomemben organizator OF in ilegalne tehnike KPS, narodni heroj.	610110886;957
1299	Pot ilegalcev	1970	Po tej poti so odhajali ljubljanski aktivisti OF v partizane v Polhograjske Dolomite in na Gorenjsko. Tu so partizanski kurirji vzdrževali zvezo med Ljubljano, Dolomiti in Gorenjsko.	610110887;958
1300	Pot k igrišču	1968	Domače krajevno ime.	610110888;959
1301	Pot k ribniku	1963	Vodi k ribniku pod Golovcem.	610110889;960
1302	Pot k Savi	1958	Domače krajevno ime.	610110890;961
1303	Pot k sejmišču	1980	Vodi proti nekdanjemu sejmišču.	610110891;962
1304	Pot k sejmišču	1980	Vodi proti nekdanjemu sejmišču.	610110891;2387
1305	Pot k skakalnici	1968	Vodi proti smučarski skakalnici.	610110892;963
